,assigned_n_players,bn_players,difficulty,first_half_score,fn_players,game,hn_players,max_lat,mean_lat,noise,pid,score,second_half_score,wait
316,1,1,,0.1225,1,2016-10-23-18-26-54-77_1_2_9460-c62fb3a2-0961-461b-b46e-985515954184,1,907.5,60.348958333333336,2,9365-01f56682-fb93-4915-bfad-2ede008d418e,0.14833333333333334,0.17416666666666666,262
317,4,4,,0.03833333333333333,4,2016-10-23-14-54-6-907_4_1_2980-ee17c64c-9246-4b91-9c98-84c69d70b140,4,1741.0,44.73051271363068,1,0251-3b4ed9c5-cd97-4e45-87ad-b8dc1ac20cae,0.02666666666666667,0.015,1078
318,4,4,,0.1525,4,2016-10-23-14-54-6-907_4_1_2980-ee17c64c-9246-4b91-9c98-84c69d70b140,4,515.5,42.94893705710713,1,4398-2268e415-346a-4edc-8551-08c5bfec725e,0.16041666666666668,0.16833333333333333,261
319,4,4,,0.10416666666666667,4,2016-10-23-14-54-6-907_4_1_2980-ee17c64c-9246-4b91-9c98-84c69d70b140,4,340.5,30.12526052521884,1,6831-8433dba6-e864-4a20-9467-15e0050c8e65,0.15958333333333333,0.215,477
320,4,4,,0.0625,4,2016-10-23-14-54-6-907_4_1_2980-ee17c64c-9246-4b91-9c98-84c69d70b140,4,765.0,21.198207586494373,1,3238-295bd26e-cf04-4ea6-9a10-278cf3afb240,0.12083333333333333,0.17916666666666667,917
321,2,2,,0.055,2,2016-10-23-14-50-37-196_2_0_2422-0c3c431c-3b3a-405f-8944-45d67f6831e7,2,342.0,45.827083333333334,0,0903-ccb7f899-70f4-4d41-bb03-3b5113579d56,0.10916666666666666,0.16333333333333333,278
322,2,2,,0.11666666666666667,2,2016-10-23-14-50-37-196_2_0_2422-0c3c431c-3b3a-405f-8944-45d67f6831e7,2,178.0,13.883909962484369,0,1906-66e25db5-94c5-4900-80b3-4f4d4ffa0208,0.13833333333333334,0.16,261
323,2,1,,0.1325,1,2016-10-23-17-47-9-230_2_2_1564-e0de5771-6d7e-44b9-8ba3-615b304e0c96,1,363.5,58.05,2,4057-f357d419-ccb0-4c3b-816e-c507d75e0ad6,0.13958333333333334,0.14666666666666667,1458
324,5,1,,0.22833333333333333,1,2016-10-23-14-57-56-801_5_0_4859-d882cb38-1c98-47d2-8f7c-706f7f5ee21a,1,713.5,16.35869112130054,0,2479-9185f886-2f85-447f-af3d-43fa101c4331,0.16208333333333333,0.09583333333333334,994
325,3,1,,0.07916666666666666,1,2016-10-23-17-38-7-333_3_3_6147-3464ec6e-363a-4b18-9bf7-6d554f668eb8,1,203.5,57.00020833333333,3,9471-24c8725e-be96-4fbc-ae27-f57a73770d41,0.12333333333333334,0.1675,1457
326,5,1,,0.11083333333333334,1,2016-10-23-15-16-25-329_5_3_7792-8dd13c0a-ade9-4fe8-bd4b-4715f61a863b,1,6514.0,224.48291666666665,3,7590-76a2b453-7c11-485d-a8ba-ba2a4f5278f9,0.06875,0.02666666666666667,1291
327,3,1,,0.17333333333333334,1,2016-10-23-20-5-24-722_3_3_3260-6f5ae487-2d0a-4c05-b869-6b535094ec09,1,234.0,12.870362651104626,3,4994-c5c21a48-0744-4d06-af8c-d992069add63,0.17083333333333334,0.16833333333333333,1458
328,1,1,,0.15,1,2016-10-23-14-54-4-634_1_2_6823-430dee62-8f5c-49bb-a858-e7b22ca3908e,1,498.5,97.805625,2,6567-cf2fe266-5ad4-4499-b635-ee940798a9d3,0.12375,0.0975,262
329,4,3,,0.48083333333333333,3,2016-10-23-14-47-23-349_4_2_2322-0bdc2871-bb9a-42b0-9164-89fdeda63850,3,78.0,15.456231763234682,2,1349-dcc5841e-d687-45f0-aefd-0ba69aacf77c,0.37375,0.26666666666666666,261
330,4,3,,0.028333333333333332,3,2016-10-23-14-47-23-349_4_2_2322-0bdc2871-bb9a-42b0-9164-89fdeda63850,3,64.0,47.58128386827845,2,0330-607031a6-3b51-47c0-9e31-3ac7f2dfc222,0.06583333333333333,0.10333333333333333,602
331,4,3,,0.17583333333333334,3,2016-10-23-14-47-23-349_4_2_2322-0bdc2871-bb9a-42b0-9164-89fdeda63850,3,212.0,36.372446852855354,2,5508-8176bfac-fd5e-4099-8151-799855b4fc69,0.2225,0.26916666666666667,336
332,4,3,,0.095,3,2016-10-23-14-56-39-843_4_2_1850-598674ee-b102-4179-b0c7-1519176b529d,3,404.0,55.167988313856426,2,6358-780b49fe-0d4b-4f5c-a143-31c80539b5f8,0.13166666666666665,0.16833333333333333,261
333,4,3,,0.09,3,2016-10-23-14-56-39-843_4_2_1850-598674ee-b102-4179-b0c7-1519176b529d,3,297.5,51.287083333333335,2,6385-c7cf1fa8-199c-4d68-8de9-f263d241a634,0.06666666666666667,0.043333333333333335,588
334,4,3,,0.05416666666666667,3,2016-10-23-14-56-39-843_4_2_1850-598674ee-b102-4179-b0c7-1519176b529d,3,99.0,26.75177157148812,2,9606-06430f0f-6c85-46b3-9fc4-4189ed1e3d36,0.10708333333333334,0.16,609
335,5,5,,0.11666666666666667,5,2016-10-23-14-51-50-450_5_1_1183-d665243e-b8e2-4b42-b2db-0d490e83eabe,5,405.5,20.159166666666668,1,6955-eeb24a46-b479-49ec-9b17-567542d364eb,0.1025,0.08833333333333333,262
336,5,5,,0.0,5,2016-10-23-14-51-50-450_5_1_1183-d665243e-b8e2-4b42-b2db-0d490e83eabe,5,80.0,7.859583333333333,1,8408-cd502795-3c6a-459b-bb07-1df33c5081d0,0.06583333333333333,0.13166666666666665,270
337,5,5,,0.155,5,2016-10-23-14-51-50-450_5_1_1183-d665243e-b8e2-4b42-b2db-0d490e83eabe,5,90.5,31.783958333333334,1,9602-f38a3c42-73b6-4347-b56c-0957944ba9f3,0.21041666666666667,0.2658333333333333,949
338,5,5,,0.10833333333333334,5,2016-10-23-14-51-50-450_5_1_1183-d665243e-b8e2-4b42-b2db-0d490e83eabe,5,256.0,37.13229166666667,1,6667-45ff8424-7af5-4e89-8c50-79ff3cd60cb7,0.13416666666666666,0.16,952
339,5,5,,0.059166666666666666,5,2016-10-23-14-51-50-450_5_1_1183-d665243e-b8e2-4b42-b2db-0d490e83eabe,5,5365.0,154.35958333333335,1,6242-f858af57-284a-4331-b32e-bd67ecdf6245,0.14958333333333335,0.24,599
340,3,2,,0.36,2,2016-10-23-15-1-46-739_3_3_0369-0a5d36f7-0039-4434-9e15-9b66f3eb7bd6,2,52.5,24.302834514380994,3,4076-37c61efc-fcb4-4993-a0a5-46a050099f36,0.35375,0.3475,1169
341,3,2,,0.21083333333333334,2,2016-10-23-15-1-46-739_3_3_0369-0a5d36f7-0039-4434-9e15-9b66f3eb7bd6,2,603.5,67.43390325271059,3,8296-9ddab680-f799-4e70-9143-8b2d989ff9d5,0.25958333333333333,0.30833333333333335,263
342,5,5,,0.1075,5,2016-10-24-11-54-4-115_5_2_2963-89c2a8e6-caea-4e02-970b-8a208ce3299a,5,895.5,43.011046269278864,2,3242-150f6ac5-8683-4c59-a2bd-e1853a9e373c,0.20291666666666666,0.29833333333333334,297
343,5,5,,0.11833333333333333,5,2016-10-24-11-54-4-115_5_2_2963-89c2a8e6-caea-4e02-970b-8a208ce3299a,5,564.0,91.10095753538718,2,2613-7c062219-f2f2-4954-a138-eb48f898c5b3,0.20083333333333334,0.2833333333333333,261
344,5,5,,0.21416666666666667,5,2016-10-24-11-54-4-115_5_2_2963-89c2a8e6-caea-4e02-970b-8a208ce3299a,5,223.0,39.941875,2,4229-a930c5d6-42fc-4199-ac18-79835559da68,0.20333333333333334,0.1925,457
345,5,5,,0.21583333333333332,5,2016-10-24-11-54-4-115_5_2_2963-89c2a8e6-caea-4e02-970b-8a208ce3299a,5,116.5,26.22375,2,6885-b1c4ff0c-269f-4de2-8ef4-58b7cca4cc90,0.22375,0.23166666666666666,379
346,5,5,,0.020833333333333332,5,2016-10-24-11-54-4-115_5_2_2963-89c2a8e6-caea-4e02-970b-8a208ce3299a,5,469.0,49.41,2,9311-4591cc28-f2c2-4f65-8514-48a42fbb94ac,0.055,0.08916666666666667,330
347,1,1,,0.05333333333333334,1,2016-10-24-12-10-19-708_1_2_3923-3fd11b00-00ec-4cf1-bef3-6948c1d763ce,1,797.5,57.88625,2,4753-5f13da6e-1ec9-4f39-b53d-994823e44499,0.13916666666666666,0.225,263
348,4,2,,0.21583333333333332,2,2016-10-24-12-16-48-605_4_0_3586-65e7f02a-bdd2-46ae-ad55-d45b48864fa7,2,333.5,97.68791666666667,0,0790-2818a422-16f2-493e-8e01-2b10b6381501,0.19541666666666666,0.175,884
349,4,2,,0.21333333333333335,2,2016-10-24-12-16-48-605_4_0_3586-65e7f02a-bdd2-46ae-ad55-d45b48864fa7,2,471.5,15.018757815756565,0,2025-4b842fc3-1ac6-4f05-96a9-9a1cfb516f89,0.1675,0.12166666666666667,964
350,3,3,,0.12166666666666667,3,2016-10-24-12-1-49-793_3_1_0513-21dd0e75-8dd5-47cf-883c-426f9b7db0dd,3,183.5,23.004791666666666,1,5101-2cea4d9f-7667-4b4d-8868-397179006e05,0.17791666666666667,0.23416666666666666,726
351,3,3,,0.2866666666666667,3,2016-10-24-12-1-49-793_3_1_0513-21dd0e75-8dd5-47cf-883c-426f9b7db0dd,3,274.0,39.0075,1,4154-e0f17e81-f0bc-4f58-86d2-db3817f0a2af,0.2970833333333333,0.3075,262
352,3,3,,0.041666666666666664,3,2016-10-24-12-1-49-793_3_1_0513-21dd0e75-8dd5-47cf-883c-426f9b7db0dd,3,174.0,21.984583333333333,1,9031-244e39b0-4eea-4a44-800a-29d36389723c,0.09791666666666667,0.15416666666666667,1444
353,1,1,,0.19916666666666666,1,2016-10-24-11-55-55-660_1_3_4213-b4616c05-415a-46f9-ad9a-c5f141f2f2b7,1,54.0,32.98645268862026,3,0884-a752b572-f2c0-47c8-ad2b-f730f2593e8c,0.17333333333333334,0.1475,261
354,4,2,,0.06666666666666667,2,2016-10-24-12-4-32-679_4_1_8280-edb9b916-3f56-4e3b-a14c-c7a3e6500eb3,2,1137.5,40.28157565652355,1,7529-efb867fd-9751-44ef-8501-4b6fab30cf2d,0.08583333333333333,0.105,600
355,4,2,,0.28583333333333333,2,2016-10-24-12-4-32-679_4_1_8280-edb9b916-3f56-4e3b-a14c-c7a3e6500eb3,2,138.0,51.775,1,4379-b88b0313-6a90-4589-8f05-c48f4edf5ca9,0.23791666666666667,0.19,1453
356,3,3,,0.30916666666666665,3,2016-10-24-11-56-27-926_3_3_4150-09b4dec7-f162-4995-a50f-eee6b624f346,3,101.5,37.41288036681951,3,8461-805a81d1-daba-42f7-b36c-906527cf0e5f,0.2608333333333333,0.2125,261
357,3,3,,0.205,3,2016-10-24-11-56-27-926_3_3_4150-09b4dec7-f162-4995-a50f-eee6b624f346,3,48.5,7.704460191746561,3,6279-4750a858-70e2-4b65-b6ba-0a1109fb785b,0.24208333333333334,0.2791666666666667,297
358,3,3,,0.11416666666666667,3,2016-10-24-11-56-27-926_3_3_4150-09b4dec7-f162-4995-a50f-eee6b624f346,3,130.0,33.84368486869529,3,5399-fc5badf8-2bed-4a04-898d-10cf6297168c,0.1875,0.2608333333333333,307
359,6,6,,0.24416666666666667,6,2016-10-24-11-53-30-645_6_1_9834-3ed9df65-1331-4d82-848f-8c0345ff2068,6,524.5,36.94735746982938,1,7456-13c50d74-7ed5-45b8-adce-39f05ce93d1e,0.25083333333333335,0.2575,458
360,6,6,,0.2225,6,2016-10-24-11-53-30-645_6_1_9834-3ed9df65-1331-4d82-848f-8c0345ff2068,6,59.0,14.943726552730304,1,8948-5082e587-76c7-48eb-97b9-32ba099e74e2,0.22833333333333333,0.23416666666666666,315
361,6,6,,0.08333333333333333,6,2016-10-24-11-53-30-645_6_1_9834-3ed9df65-1331-4d82-848f-8c0345ff2068,6,5703.5,391.1663192997082,1,0684-6ae0aa19-8e8e-44ed-a099-33333eb99410,0.12541666666666668,0.1675,302
362,6,6,,0.08416666666666667,6,2016-10-24-11-53-30-645_6_1_9834-3ed9df65-1331-4d82-848f-8c0345ff2068,6,758.0,138.89208333333335,1,8678-698ae193-5325-40af-80f2-dbc5848f2aaf,0.12208333333333334,0.16,369
363,6,6,,0.095,6,2016-10-24-11-53-30-645_6_1_9834-3ed9df65-1331-4d82-848f-8c0345ff2068,6,703.0,35.33909962484368,1,3192-d7c5f248-16f6-4dc4-b734-3d7520b2a5b4,0.10208333333333333,0.10916666666666666,273
364,6,6,,0.0625,6,2016-10-24-11-53-30-645_6_1_9834-3ed9df65-1331-4d82-848f-8c0345ff2068,6,131.5,48.969375,1,8190-44cec2fa-8084-458f-8b6b-558432da0b19,0.15833333333333333,0.25416666666666665,261
365,1,1,,0.025833333333333333,1,2016-10-24-11-53-7-233_1_2_4812-d4db38d2-463c-4f8c-b5de-c1cf902ef792,1,198.0,31.585869112130055,2,1495-3a01ed52-f3ac-4b97-9e33-e43bd0c74bf5,0.06666666666666667,0.1075,262
366,3,3,,0.12166666666666667,3,2016-10-24-11-54-40-321_3_1_3486-c7ff20fb-8193-4e89-b041-8dde79baa7aa,3,28.0,5.71217173822426,1,4991-2199fead-6d5c-4ef9-9657-4fa13a7440fd,0.14125,0.16083333333333333,750
367,3,3,,0.04833333333333333,3,2016-10-24-11-54-40-321_3_1_3486-c7ff20fb-8193-4e89-b041-8dde79baa7aa,3,92.0,14.991246352646936,1,1321-fe2a894b-b269-4a9a-99a9-fb5d02d1e65e,0.09375,0.13916666666666666,261
368,3,3,,0.13666666666666666,3,2016-10-24-11-54-40-321_3_1_3486-c7ff20fb-8193-4e89-b041-8dde79baa7aa,3,315.5,29.200500208420173,1,6910-54bf78b7-5a48-4e98-ad68-08053ea155ee,0.1575,0.17833333333333334,789
369,5,1,,0.21,1,2016-10-24-12-25-6-312_5_3_0894-b7a6829a-d61c-4c0c-8eb7-a92fa9b5279b,1,176.0,32.87724051688203,3,5040-2cde5a42-b0c5-4091-9728-8447a734e726,0.20208333333333334,0.19416666666666665,751
370,6,3,,0.16333333333333333,3,2016-10-24-12-32-7-514_6_2_6087-ee8341d1-70e2-4617-a8fb-34bf9345f4d5,3,191.0,23.461442267611506,2,2991-1fa7b83e-f034-4075-b7e9-3f20f3b2a617,0.14416666666666667,0.125,983
371,6,3,,0.12166666666666667,3,2016-10-24-12-32-7-514_6_2_6087-ee8341d1-70e2-4617-a8fb-34bf9345f4d5,3,524.0,47.181041666666665,2,5965-f61ea00d-76a4-40ef-b9d7-eabe010dcb15,0.11833333333333333,0.115,570
372,6,3,,0.18416666666666667,3,2016-10-24-12-32-7-514_6_2_6087-ee8341d1-70e2-4617-a8fb-34bf9345f4d5,3,505.0,34.531028738025825,2,1642-43beb238-f156-47fc-aa6f-c00928031c81,0.20166666666666666,0.21916666666666668,1455
373,1,1,,0.19083333333333333,1,2016-10-24-12-1-48-629_1_2_9712-e0ace9d1-e3c3-46fb-b89e-11c78f32343f,1,621.0,60.141934139224674,2,3149-b2914d6f-81a1-4fb0-80c0-2eb6567a53c6,0.21916666666666668,0.2475,262
374,3,3,,0.09583333333333334,3,2016-10-23-14-51-37-69_3_2_1820-8e699d14-cac6-4bff-956e-09d45878010f,3,2423.0,46.87473947478116,2,8062-8f865140-1fba-47f7-9b10-92b7fea97245,0.15166666666666667,0.2075,353
375,3,3,,0.16,3,2016-10-23-14-51-37-69_3_2_1820-8e699d14-cac6-4bff-956e-09d45878010f,3,189.0,33.736875,2,2832-d39bc33e-17b9-45ec-afd7-f00484344998,0.21333333333333335,0.26666666666666666,350
376,3,3,,0.1775,3,2016-10-23-14-51-37-69_3_2_1820-8e699d14-cac6-4bff-956e-09d45878010f,3,147.5,32.73926636098374,2,2346-50b5bdce-8912-416a-9bfc-7931973be6af,0.19625,0.215,261
377,1,1,,0.06916666666666667,1,2016-10-23-15-42-39-480_1_3_0929-2dac7816-a76d-431e-a43c-002a415c6297,1,160.0,13.321592330137557,3,4950-214bacc8-0764-43b7-bfa1-d394750d7cdf,0.16416666666666666,0.25916666666666666,262
378,3,2,,0.10583333333333333,2,2016-10-23-14-50-53-298_3_0_5430-ccc18d6f-3946-42b2-8e01-5e93ff498e5c,2,81.0,36.348958333333336,0,0515-f1ab7d06-60f4-4b65-93da-26d32384c48a,0.15541666666666668,0.205,261
379,3,2,,0.085,2,2016-10-23-14-50-53-298_3_0_5430-ccc18d6f-3946-42b2-8e01-5e93ff498e5c,2,79.5,33.821666666666665,0,3359-b216cfd9-b9a7-4a83-b21e-c0906bc0d05d,0.06708333333333333,0.049166666666666664,555
380,4,2,,0.06416666666666666,2,2016-10-23-14-48-41-27_4_2_8687-4f472f35-2465-4b5d-bb42-cf878cb1825d,2,1101.5,107.46915381408921,2,8634-470b7926-0919-4684-87dc-be57e06b006f,0.14125,0.21833333333333332,383
381,4,2,,0.16666666666666666,2,2016-10-23-14-48-41-27_4_2_8687-4f472f35-2465-4b5d-bb42-cf878cb1825d,2,395.0,39.809583333333336,2,6141-86aff2a6-0cf3-4e18-a4f4-a0be54c9533e,0.16958333333333334,0.1725,515
382,6,6,,0.3416666666666667,6,2016-10-23-14-46-52-935_6_2_7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150,6,440.5,39.259375,2,9569-256ea39f-6e2a-45b4-aef1-7ca43bbed365,0.32958333333333334,0.3175,406
383,6,6,,0.2,6,2016-10-23-14-46-52-935_6_2_7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150,6,57.0,27.441666666666666,2,2827-e956dcd2-dfdd-4a28-a26c-d30cefe5378b,0.2679166666666667,0.3358333333333333,262
384,6,6,,0.3958333333333333,6,2016-10-23-14-46-52-935_6_2_7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150,6,470.0,79.4345560650271,2,6236-fcd7a22c-bb3e-42f7-82a2-20307936bea1,0.3879166666666667,0.38,464
385,6,6,,0.255,6,2016-10-23-14-46-52-935_6_2_7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150,6,304.0,13.594583333333333,2,3361-78706324-9c1e-4c90-8278-83d0ac886c24,0.3283333333333333,0.40166666666666667,502
386,6,6,,0.16,6,2016-10-23-14-46-52-935_6_2_7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150,6,796.0,100.5777407253022,2,0125-5221d33f-41a2-4a34-8823-91eb3d8d1255,0.20291666666666666,0.24583333333333332,484
387,6,6,,0.049166666666666664,6,2016-10-23-14-46-52-935_6_2_7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150,6,1472.5,80.29145833333334,2,5641-0a98b967-8228-44b2-96f7-ec3e9aaf9bd0,0.13708333333333333,0.225,305
388,6,1,,0.0925,1,2016-10-23-15-9-18-421_6_0_1610-4c5209b6-58f6-4987-be92-a2ab6cb26d02,1,246.0,12.268862025844102,0,0540-5278889c-98dd-4faf-8718-c49420c65aa7,0.09833333333333333,0.10416666666666667,1458
389,2,2,,0.14666666666666667,2,2016-10-23-14-50-29-343_2_1_4474-67ca7620-4979-497a-b2d8-a513c4c2ea9c,2,1067.0,114.98333333333333,1,9197-c2e42bef-4a34-4365-8340-770c5199ac67,0.15333333333333332,0.16,262
390,2,2,,0.2,2,2016-10-23-14-50-29-343_2_1_4474-67ca7620-4979-497a-b2d8-a513c4c2ea9c,2,180.5,66.32826177573989,1,3753-8a34d3f3-1120-4047-a6d3-80b06266f7ab,0.27208333333333334,0.3441666666666667,281
391,1,1,,0.07333333333333333,1,2016-10-23-17-21-39-941_1_3_1404-8d24527b-eb19-4344-9450-2c23984eb6b2,1,166.5,48.84118382659442,3,5893-9bfbf2e9-9926-4827-b5bf-b2183ded31d5,0.05333333333333334,0.03333333333333333,262
392,4,1,,0.1325,1,2016-10-23-15-59-48-267_4_1_1134-48c61128-e517-4425-8739-14c40db27925,1,94.5,43.861875,1,0967-38ca80bf-b2f6-4397-8806-6d2b77470db9,0.13041666666666665,0.12833333333333333,1457
393,1,1,,0.17,1,2016-10-23-15-52-6-231_1_2_7646-72f35602-6dab-415c-bd97-dbfd1f38d56d,1,351.5,52.35660691954981,2,2591-c3cdd570-a210-432a-a792-d07c68cc732f,0.17666666666666667,0.18333333333333332,262
394,5,1,,0.025,1,2016-10-23-18-29-54-658_5_0_8069-87e90e77-bc0d-430a-b358-b5b9829d5eae,1,1011.0,33.05404273146208,0,1900-fd4ea567-8e9d-4349-b842-8734bd1f642e,0.04416666666666667,0.06333333333333334,1457
395,3,1,,0.060833333333333336,1,2016-10-23-15-46-58-444_3_1_5294-8dd7b389-31c4-419d-b98a-c94ea25a1dc7,1,48.0,11.999374739474781,1,0968-c19a6e8c-0e02-4f68-af3d-908bb2f705a5,0.13625,0.21166666666666667,1457
396,4,4,,0.08666666666666667,4,2016-10-23-14-46-23-568_4_2_8224-98a2cb69-249d-426f-aad5-c46823f24449,4,189.5,25.252291666666668,2,2611-f3afce4a-dadd-4bd2-b8f0-b0a6c91e7b71,0.09666666666666666,0.10666666666666667,367
397,4,4,,0.3258333333333333,4,2016-10-23-14-46-23-568_4_2_8224-98a2cb69-249d-426f-aad5-c46823f24449,4,157.5,23.000625,2,1426-93ccb286-f412-4c61-9b39-b4959de7182c,0.3104166666666667,0.295,262
398,4,4,,0.33666666666666667,4,2016-10-23-14-46-23-568_4_2_8224-98a2cb69-249d-426f-aad5-c46823f24449,4,85.0,36.98625,2,0629-406a490b-c405-48e9-b959-d32a7ef1829d,0.2816666666666667,0.22666666666666666,471
399,4,4,,0.09333333333333334,4,2016-10-23-14-46-23-568_4_2_8224-98a2cb69-249d-426f-aad5-c46823f24449,4,246.5,29.215208333333333,2,5021-e45b6aa5-97eb-4cd1-979c-90579fba165a,0.09833333333333333,0.10333333333333333,398
400,3,1,,0.04666666666666667,1,2016-10-23-14-46-0-328_3_3_3632-ed72b229-2a84-47e9-a78b-762bb9f60043,1,162.5,10.220300125052105,3,2460-b733785e-e686-4c18-a1bf-f3f6c1dcd3f3,0.15541666666666668,0.26416666666666666,418
401,3,1,,0.1075,1,2016-10-23-15-29-29-80_3_2_5815-338675a2-3ee6-4afa-84fc-6cc37c14990d,1,189.5,47.64604166666667,2,4993-e9ba7cc9-4431-47d2-a96d-432c66c30b5c,0.14333333333333334,0.17916666666666667,1457
402,2,1,,0.2025,1,2016-11-2-15-12-55-649_2_0_5526-ae883a47-1dd7-4149-a141-7d3b04b82700,1,238.0,26.960208333333334,0,5967-1dd15ffe-fdca-4b87-b501-088e0b7a7852,0.12625,0.05,262
403,6,5,,0.12,5,2016-11-2-15-24-27-618_6_3_9455-142cfe3a-751d-4600-93d3-1eaaff2f657c,5,355.0,15.608378491037932,3,8223-72a742ff-3554-4b2f-b9b4-e0c3e87a412f,0.16041666666666668,0.20083333333333334,469
404,6,5,,0.08083333333333333,5,2016-11-2-15-24-27-618_6_3_9455-142cfe3a-751d-4600-93d3-1eaaff2f657c,5,162.5,42.205,3,7195-3dd4e263-4f10-470b-9614-05f2b9edc5cb,0.13833333333333334,0.19583333333333333,425
405,6,5,,0.05583333333333333,5,2016-11-2-15-24-27-618_6_3_9455-142cfe3a-751d-4600-93d3-1eaaff2f657c,5,93.5,28.1548561900792,3,2308-efa6cb43-1f0b-4d2a-8614-bff6c501ff48,0.09958333333333333,0.14333333333333334,561
406,6,5,,0.16833333333333333,5,2016-11-2-15-24-27-618_6_3_9455-142cfe3a-751d-4600-93d3-1eaaff2f657c,5,147.0,47.40354166666667,3,0071-0ce8ad4c-f0cb-45cf-b425-9a604180a989,0.20791666666666667,0.2475,311
407,6,5,,0.11666666666666667,5,2016-11-2-15-24-27-618_6_3_9455-142cfe3a-751d-4600-93d3-1eaaff2f657c,5,502.0,82.68729166666667,3,0080-0661b6ce-5848-49ea-91e8-79e7cb8fa263,0.10875,0.10083333333333333,261
408,3,3,,0.03833333333333333,3,2016-11-2-13-42-30-801_3_0_5674-3a8eb118-d49e-449d-b118-11fa4e00e55f,3,107.0,46.82395833333333,0,3444-da8191e4-435a-4143-9cbf-56d0a7e013a7,0.06791666666666667,0.0975,463
409,3,3,,0.1125,3,2016-11-2-13-42-30-801_3_0_5674-3a8eb118-d49e-449d-b118-11fa4e00e55f,3,256.0,65.31291666666667,0,6008-71e926a3-9c29-48f6-984a-f99a21a1205d,0.0875,0.0625,355
410,3,3,,0.03916666666666667,3,2016-11-2-13-42-30-801_3_0_5674-3a8eb118-d49e-449d-b118-11fa4e00e55f,3,290.0,64.72032486463974,0,2395-1c38199d-45a6-4aeb-aad1-57c7d85efe5a,0.05625,0.07333333333333333,261
411,4,1,,0.2816666666666667,1,2016-11-2-14-33-33-292_4_3_1790-dc54ad3f-47d5-4a2b-8977-b875e646c946,1,429.5,35.123125,3,4961-23f29fa3-9a5a-49c7-ac2e-444cda7668a8,0.17708333333333334,0.0725,1453
412,4,1,,0.19666666666666666,1,2016-11-2-16-11-5-529_4_1_0699-820a0c88-da56-4c9c-9baa-b5b4d42f0bc3,1,78.5,16.234264276781992,1,0236-80586355-ae42-42fc-8177-a94e6de39946,0.2529166666666667,0.30916666666666665,1456
413,1,1,,0.23666666666666666,1,2016-11-2-14-58-58-987_1_3_1148-35c60d8e-665b-4840-97b1-ae20878927d6,1,289.5,35.099583333333335,3,9397-e48d1103-b279-4448-9472-800ab84f4801,0.18625,0.13583333333333333,262
414,5,5,,0.2125,5,2016-11-2-14-45-55-85_5_0_0555-b2e2303e-2fd2-4334-a1a0-a397c977d255,5,328.5,45.67194664443518,0,9958-c26a7b27-9999-40e2-a7ec-a6742b606961,0.18625,0.16,547
415,5,5,,0.13583333333333333,5,2016-11-2-14-45-55-85_5_0_0555-b2e2303e-2fd2-4334-a1a0-a397c977d255,5,182.5,39.53334722801167,0,1607-0d87881e-ec3c-4868-90bb-0fcd834bc715,0.145,0.15416666666666667,756
416,5,5,,0.23916666666666667,5,2016-11-2-14-45-55-85_5_0_0555-b2e2303e-2fd2-4334-a1a0-a397c977d255,5,392.5,67.59121199500208,0,9593-987ed9e8-c185-4225-b78b-46fa4cff8b1d,0.19291666666666665,0.14666666666666667,261
417,5,5,,0.09666666666666666,5,2016-11-2-14-45-55-85_5_0_0555-b2e2303e-2fd2-4334-a1a0-a397c977d255,5,248.0,43.11358899541476,0,3500-3cb023bb-4c43-4345-ad11-60f04aa4b691,0.2733333333333333,0.45,1045
418,5,5,,0.19833333333333333,5,2016-11-2-14-45-55-85_5_0_0555-b2e2303e-2fd2-4334-a1a0-a397c977d255,5,316.5,46.808670279283035,0,8826-b5b4b873-1de3-46d4-aefb-83aba5092b56,0.17083333333333334,0.14333333333333334,895
419,1,1,,0.11083333333333334,1,2016-11-2-15-28-16-518_1_0_3584-01af8c03-d614-4e64-8797-286219460275,1,248.5,38.102125885785746,0,0870-4ed99142-5db2-4cbd-bdc9-5ee88ef3780c,0.17875,0.24666666666666667,261
420,4,1,,0.09083333333333334,1,2016-11-2-14-36-54-972_4_1_5105-2a8baf36-dd48-4e94-8a29-635a3ff7bafd,1,190.5,35.91871613172155,1,0633-fbd5dc29-8e7a-4827-8fda-662511ce2c56,0.14833333333333334,0.20583333333333334,1455
421,6,2,,0.19416666666666665,2,2016-11-2-14-29-41-286_6_0_5378-fa0cad79-f760-4a8d-8a26-2ee34e94832b,2,744.0,68.90854166666666,0,2026-9260d7bd-b71f-4a13-bbab-55863778c179,0.12833333333333333,0.0625,1456
422,6,2,,0.1875,2,2016-11-2-14-29-41-286_6_0_5378-fa0cad79-f760-4a8d-8a26-2ee34e94832b,2,225.0,62.43479166666667,0,1317-02dc0b14-4c33-463f-beb9-43b1c0a1da8c,0.14708333333333334,0.10666666666666667,1275
423,1,1,,0.19583333333333333,1,2016-11-2-14-29-35-758_1_3_4298-17954aff-2e1b-4b15-9115-53b1260cea1d,1,960.5,61.29845769070446,3,5172-21c8103e-25e1-4df4-a41b-5b48724546b5,0.12125,0.04666666666666667,262
